"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
312,55.1,55.1,44.9,"Seedorf BE","Seedorf (BE)","Seedorf BE BE",,"Les citoyens de Seedorf (BE) disent oui à 55,1 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
321,50,50,50,"Aarwangen BE","Aarwangen (BE)","Aarwangen BE",,,
322,50.9,50.9,49.1,"Auswil BE","Auswil (BE)","Auswil BE",,"Les citoyens d'Auswil souhaitent unifier les règles encadrant les commerces de cigarettes électroniques et de cigarettes classiques. Ils ont dit oui à 60,3 pour cent de oui à cette proposition. Ils ont été 51.90577 pour cent à préférer ce projet alternatif, au projet principal du Conseil d'Etat qui voulait en plus augmenter à quatre le nombre de dimanche où les magasins peuvent ouvrir sans demander d'autorisation. Le projet principal a obtenu 50,9 pour cent de oui,",
323,42.7,42.7,57.3,"Bannwil BE","Bannwil (BE)","Bannwil BE","z","Les citoyens de Bannwil disent oui à 73,5 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils refusent par contre le projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 57,3 pour cent).",
324,4.3,4.3,95.7,"Bleienbach BE","Bleienbach (BE)","Bleienbach BE","z","Les citoyens de Bleienbach disent oui à 97,2 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils refusent par contre le projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 95,7 pour cent).",
325,42.8,42.8,57.2,"Busswil bei Melchnau BE","Busswil bei Melchnau (BE)","Busswil bei Melchnau BE",,"Ni le projet du Conseil d'Etat, ni le projet alternatif ne trouve grâce aux yeux des citoyens de Busswil bei Melchnau. Ils refusent avec 57,2 pour cent de non de permettre aux magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation et d'uniformiser les règles uniformisant les règles encadrant le commerce de cigarettes électronique et de cigarettes classiques. Ils s'opposent aussi au projet alternatif (51,4 pour cent de non), qui se limite à la problèmatiques des cigarettes.",
326,69.8,69.8,30.2,"Gondiswil BE","Gondiswil (BE)","Gondiswil BE",,"Les citoyens de Gondiswil acceptent avec 69,8 pour cent de oui que les magasins puissent ouvrir jusqu'à quatre dimanche par année sans demander d'autorisation et que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils refusent le projet alternatif se limitant aux cigarettes électroniques (66,2 pour cent de non).",
329,33,33,67,"Langenthal BE","Langenthal (BE)","Langenthal BE",,"Ni le projet du Conseil d'Etat, ni le projet alternatif ne trouve grâce aux yeux des citoyens de Langenthal. Ils refusent avec 67 pour cent de non de permettre aux magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation et d'uniformiser les règles uniformisant les règles encadrant le commerce de cigarettes électronique et de cigarettes classiques. Ils s'opposent aussi au projet alternatif (52,6 pour cent de non), qui se limite à la problèmatiques des cigarettes.",
331,68.8,68.8,31.2,"Lotzwil BE","Lotzwil (BE)","Lotzwil BE",,"Oui à 54,7 pour cent à l'unification des règles encadrant le commerce de cigarettes électroniques et de cigarettes classiques. Mais non l'augmentation de l'ouverture des magasins quatre dimanches par années sans demander d'autorisation, même si le oui était majoritaire dans les urnes (68,8 pour cent). Invités à trancher entre ce projet et un projet principal englobant la question des cigarettes électroniques et l'ouverture dominicale des magasins, les habitants de Lotzwil ont opté pour la première solution avec 51.93133 pour cent de oui.",
332,77.6,77.6,22.4,"Madiswil BE","Madiswil (BE)","Madiswil BE",,"C'est oui à 77,6 pour cent à à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques à Madiswil. C'est non par contre à 14,7 au projet alternatif se concentrant uniquement sur l'uniformisation des règles dans le commerce de cigarettes.",
333,37.6,37.6,62.4,"Melchnau BE","Melchnau (BE)","Melchnau BE","z","Les citoyens de Melchnau disent oui à 50,1 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils refusent par contre le projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 62,4 pour cent).",
335,48.4,48.4,51.6,"Oeschenbach BE","Oeschenbach (BE)","Oeschenbach BE","z","Les citoyens d'Oeschenbach disent oui à 66,1 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils refusent par contre le projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 51,6 pour cent).",
336,33.7,33.7,66.3,"Reisiswil BE","Reisiswil (BE)","Reisiswil BE",,"C'est oui à 53 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques à Reisiswil. C'est non par contre à 66,3 pour cent au projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation.",
337,78.4,78.4,21.6,"Roggwil BE","Roggwil (BE)","Roggwil BE",,"Les ayant droit de Roggwil (BE) ont tranché: le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation va passer de deux à quatre et les règles encadrant le commerce de cigarettes électroniques et de cigarettes classiques doivent être unifiées. Les citoyens ont dit oui à 78,4 pour cent à la proposition principale du Conseil d'Etat bernois. Ils acceptent aussi le projet alternatif, limité aux cigarettes électroniques, avec 81,4 pour cent de oui, mais tranchent en dernier en faveur du projet principal avec 50.30658 pour cent de oui.",
338,0,0,100,"Rohrbach BE","Rohrbach (BE)","Rohrbach BE",,"Non à 100 pour cent à l'ouverture de magasins plus de deux dimanches par année ainsi qu'à l'uniformisation des règles encadrant le commerce de cigarettes électroniques et de cigarettes et non à 60,9 pour cent au projet alternatif se limitant à l'uniformisation des règles dans le domaine des cigarettes. Les citoyens de Rohrbach ont refusé les deux projets.",
339,57.8,57.8,42.2,"Rohrbachgraben BE","Rohrbachgraben (BE)","Rohrbachgraben BE",,"Les citoyens de Rohrbachgraben disent oui à 57,8 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
340,73.1,73.1,26.9,"Rütschelen BE","Rütschelen (BE)","Rütschelen BE",,"Les ayant droit de Rütschelen ont tranché: le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation va passer de deux à quatre et les règles encadrant le commerce de cigarettes électroniques et de cigarettes classiques doivent être unifiées. Les citoyens ont dit oui à 73,1 pour cent à la proposition principale du Conseil d'Etat bernois. Ils acceptent aussi le projet alternatif, limité aux cigarettes électroniques, avec 82,1 pour cent de oui, mais tranchent en dernier en faveur du projet principal avec 91.96492 pour cent de oui.",
341,78.1,78.1,21.9,"Schwarzhäusern BE","Schwarzhäusern (BE)","Schwarzhäusern BE",,"Les citoyens de Schwarzhäusern acceptent avec 78,1 pour cent de oui que les magasins puissent ouvrir jusqu'à quatre dimanche par année sans demander d'autorisation et que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils refusent le projet alternatif se limitant aux cigarettes électroniques (81,6 pour cent de non).",
342,74.6,74.6,25.4,"Thunstetten BE","Thunstetten (BE)","Thunstetten BE",,"Les citoyens de Thunstetten disent oui à 74,6 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
344,18.3,18.3,81.7,"Ursenbach BE","Ursenbach (BE)","Ursenbach BE",,"C'est oui à 60,4 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques à Ursenbach. C'est non par contre à 81,7 pour cent au projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation.",
345,74.4,74.4,25.6,"Wynau BE","Wynau (BE)","Wynau BE",,"Les citoyens de Wynau acceptent avec 74,4 pour cent de oui que les magasins puissent ouvrir jusqu'à quatre dimanche par année sans demander d'autorisation et que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils refusent le projet alternatif se limitant aux cigarettes électroniques (50,9 pour cent de non).",
351,64.9,64.9,35.1,"Bern BE","Berne (BE)","Berna BE",,"Les ayant droit de Berne ont tranché: le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation va passer de deux à quatre et les règles encadrant le commerce de cigarettes électroniques et de cigarettes classiques doivent être unifiées. Les citoyens ont dit oui à 64,9 pour cent à la proposition principale du Conseil d'Etat bernois. Ils acceptent aussi le projet alternatif, limité aux cigarettes électroniques, avec 86,5 pour cent de oui, mais tranchent en dernier en faveur du projet principal avec 98.09366 pour cent de oui.",
352,48.2,48.2,51.8,"Bolligen BE","Bolligen (BE)","Bolligen BE",,"Les citoyens de Bolligen acceptent avec 50,6 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 51,8 pour cent).",
353,18.2,18.2,81.8,"Bremgarten bei Bern BE","Bremgarten bei Bern (BE)","Bremgarten bei Bern BE",,"Non à 81,8 pour cent à l'ouverture de magasins plus de deux dimanches par année ainsi qu'à l'uniformisation des règles encadrant le commerce de cigarettes électroniques et de cigarettes et non à 50,4 pour cent au projet alternatif se limitant à l'uniformisation des règles dans le domaine des cigarettes. Les citoyens de Bremgarten bei Bern ont refusé les deux projets.",
354,45.9,45.9,54.1,"Kirchlindach BE","Kirchlindach (BE)","Kirchlindach BE",,"Non à 54,1 pour cent à l'ouverture de magasins plus de deux dimanches par année ainsi qu'à l'uniformisation des règles encadrant le commerce de cigarettes électroniques et de cigarettes et non à 86,1 pour cent au projet alternatif se limitant à l'uniformisation des règles dans le domaine des cigarettes. Les citoyens de Kirchlindach ont refusé les deux projets.",
355,36.4,36.4,63.6,"Köniz BE","Köniz (BE)","Köniz BE",,"Les citoyens de Köniz acceptent avec 52,9 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 63,6 pour cent).",
356,24.9,24.9,75.1,"Muri bei Bern BE","Muri bei Bern (BE)","Muri bei Bern BE","z","Les citoyens de Muri bei Bern disent oui à 82 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils refusent par contre le projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 75,1 pour cent).",
357,47.4,47.4,52.6,"Oberbalm BE","Oberbalm (BE)","Oberbalm BE",,"C'est oui à 64,6 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques à Oberbalm. C'est non par contre à 52,6 pour cent au projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation.",
358,99,99,1,"Stettlen BE","Stettlen (BE)","Stettlen BE",,"Les citoyens de Stettlen disent oui à 99 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
359,50,50,50,"Vechigen BE","Vechigen (BE)","Vechigen BE",,"Les citoyens de Vechigen ne veulent ni uniformisation des règles encadrant le commerce de cigarettes électroniques et cigarettes classique, ni augmentation du nombre de dimanche ouverts pour les magasins. Ils ont refusé le projet principal avec #50 pour cent de non et le projet alternatif avec #50,1 pour cent de non",
360,65.7,65.7,34.3,"Wohlen bei Bern BE","Wohlen bei Bern (BE)","Wohlen bei Bern BE",,"Oui à 65,7 pour cent à l'augmentation de deux à quatre du nombre d'ouvertures dominicales des magasins et à l'interdiction de la remise et à l'uniformisation des règles encadrant le commerce des cigarettes életroniques et classiques. Oui également avec 84,4 pour cent de oui au projet alternatif se limitant au deuxième point mais les citoyens de Wohlen bei Bern ont marqué leur préférence pour le projet principal avec #StichentschiedZustimmungHauptvorlageInProzent pour cent de oui.",
361,4.3,4.3,95.7,"Zollikofen BE","Zollikofen (BE)","Zollikofen BE",,"Ni le projet du Conseil d'Etat, ni le projet alternatif ne trouve grâce aux yeux des citoyens de Zollikofen. Ils refusent avec 95,7 pour cent de non de permettre aux magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation et d'uniformiser les règles uniformisant les règles encadrant le commerce de cigarettes électronique et de cigarettes classiques. Ils s'opposent aussi au projet alternatif (78,7 pour cent de non), qui se limite à la problèmatiques des cigarettes.",
362,57,57,43,"Ittigen BE","Ittigen (BE)","Ittigen BE",,"Les ayant droit d'Ittigen ont tranché: le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation va passer de deux à quatre et les règles encadrant le commerce de cigarettes électroniques et de cigarettes classiques doivent être unifiées. Les citoyens ont dit oui à 57 pour cent à la proposition principale du Conseil d'Etat bernois. Ils acceptent aussi le projet alternatif, limité aux cigarettes électroniques, avec 83,5 pour cent de oui, mais tranchent en dernier en faveur du projet principal avec 58.98935 pour cent de oui.",
363,56.2,56.2,43.8,"Ostermundigen BE","Ostermundigen (BE)","Ostermundigen BE",,"Les citoyens d'Ostermundigen souhaitent augmenter de deux à quatre le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation. Ils sont 56,2 pour cent à accepter le projet principal du Conseil d'Etat bernois, qui souhaite uniformiser les règles encadrant le commerce de cigarettes électroniques et cigarettes classiques. Les ayants droit d'Ostermundigen ont aussi accepté le projet alternatif, qui ne concerne que les cigarettes électroniques, avec 52,3 pour cent de oui mais donnent cependant leur préférence au projet prinicpal, avec #StichentschiedZustimmungHauptvorlageInProzent pour cent de oui.",
371,50.5,50.5,49.5,"Biel BE","Bienne (BE)","Biel BE BE",,"Les citoyens de Bienne disent oui à 50,5 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
372,79,79,21,"Leubringen BE","Evilard (BE)","Leubringen BE",,"Les citoyens d'Evilard souhaitent unifier les règles encadrant les commerces de cigarettes électroniques et de cigarettes classiques. Ils ont dit oui à 55 pour cent de oui à cette proposition. Ils ont été 87.95858 pour cent à préférer ce projet alternatif, au projet principal du Conseil d'Etat qui voulait en plus augmenter à quatre le nombre de dimanche où les magasins peuvent ouvrir sans demander d'autorisation. Le projet principal a obtenu 79 pour cent de oui,",
381,80.4,80.4,19.6,"Arch BE","Arch (BE)","Arch BE",,"Les citoyens d'Arch disent oui à 80,4 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
382,0,0,100,"Büetigen BE","Büetigen (BE)","Büetigen BE",,"Ni le projet du Conseil d'Etat, ni le projet alternatif ne trouve grâce aux yeux des citoyens de Büetigen. Ils refusent avec 100 pour cent de non de permettre aux magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation et d'uniformiser les règles uniformisant les règles encadrant le commerce de cigarettes électronique et de cigarettes classiques. Ils s'opposent aussi au projet alternatif (57,7 pour cent de non), qui se limite à la problèmatiques des cigarettes.",
383,25.4,25.4,74.6,"Büren an der Aare BE","Büren an der Aare (BE)","Büren an der Aare BE",,"Les citoyens de Büren an der Aare acceptent avec 70,9 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 74,6 pour cent).",
385,77,77,23,"Diessbach bei Büren BE","Diessbach bei Büren (BE)","Diessbach bei Büren BE",,"Les citoyens de Diessbach bei Büren disent oui à 77 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
386,14.3,14.3,85.7,"Dotzigen BE","Dotzigen (BE)","Dotzigen BE",,"Ni le projet du Conseil d'Etat, ni le projet alternatif ne trouve grâce aux yeux des citoyens de Dotzigen. Ils refusent avec 85,7 pour cent de non de permettre aux magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation et d'uniformiser les règles uniformisant les règles encadrant le commerce de cigarettes électronique et de cigarettes classiques. Ils s'opposent aussi au projet alternatif (58,2 pour cent de non), qui se limite à la problèmatiques des cigarettes.",
387,69.8,69.8,30.2,"Lengnau BE","Longeau (BE)","Lengnau BE",,"Les citoyens de Longeau disent oui à 69,8 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
388,83.4,83.4,16.6,"Leuzigen BE","Leuzigen (BE)","Leuzigen BE",,"Les citoyens duuzigen acceptent avec 83,4 pour cent de oui que les magasins puissent ouvrir jusqu'à quatre dimanche par année sans demander d'autorisation et que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils refusent le projet alternatif se limitant aux cigarettes électroniques (67 pour cent de non).",
390,15.4,15.4,84.6,"Meinisberg BE","Meinisberg (BE)","Meinisberg BE",,"Les citoyens de Meinisberg acceptent avec 55 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 84,6 pour cent).",
391,73.5,73.5,26.5,"Oberwil bei Büren BE","Oberwil bei Büren (BE)","Oberwil bei Büren BE",,"Les citoyens d'Oberwil bei Büren souhaitent augmenter de deux à quatre le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation. Ils sont 73,5 pour cent à accepter le projet principal du Conseil d'Etat bernois, qui souhaite uniformiser les règles encadrant le commerce de cigarettes électroniques et cigarettes classiques. Les ayants droit d'Oberwil bei Büren ont aussi accepté le projet alternatif, qui ne concerne que les cigarettes électroniques, avec 52,2 pour cent de oui mais donnent cependant leur préférence au projet prinicpal, avec #StichentschiedZustimmungHauptvorlageInProzent pour cent de oui.",
392,91.4,91.4,8.6,"Pieterlen BE","Perles (BE)","Pieterlen BE",,"Les citoyens de Perles souhaitent augmenter de deux à quatre le nombre de dimanches par année où les magasins ouvrir sans avoir à demander d'autorisation. Ils sont 91,4 pour cent à accepter le projet principal du Conseil d'Etat bernois, qui souhaite uniformiser les règles encadrant le commerce de cigarettes électroniques et cigarettes classiques. Les ayants droit de Perles ont aussi accepté le projet alternatif, qui ne concerne que les cigarettes électroniques, avec 72,8 pour cent de oui mais donnent cependant leur préférence au projet prinicpal, avec #StichentschiedZustimmungHauptvorlageInProzent pour cent de oui.",
393,91.3,91.3,8.7,"Rüti bei Büren BE","Rüti bei Büren (BE)","Rüti bei Büren BE",,"Les citoyens de Rüti bei Büren disent oui à 91,3 pour cent à l'ouverture des magasins jusqu'à quatre dimanche par année sans demande et à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques. Ils s'opposent par contre au projet alternatif se limitant à l'uniformisation des règles dans le commerce de cigarettes.",
394,22.7,22.7,77.3,"Wengi BE","Wengi (BE)","Wengi BE",,"Les citoyens de Wengi acceptent avec 53,9 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 77,3 pour cent).",
401,52.8,52.8,47.2,"Aefligen BE","Aefligen (BE)","Aefligen BE",,"Les citoyens d'Aefligen ont tranché en faveur du projet alternatif (93.04979 pour cent de oui) se focalisant uniquement sur l'uniformisation des règles encadrant le commerce des cigarettes électroniques et de cigarettes classiques.Ils ont préféré ce projet avec 57,2 pour cent de oui. Ils ont cependant également approuvé (52,8 pour cent de oui) le projet principal du Conseil d'Etat bernois, qui proposait également de permettre aux magasins d'ouvrir jusqu'à quatre dimanches par an sans demander d'autorisation.",
402,17.8,17.8,82.2,"Alchenstorf BE","Alchenstorf (BE)","Alchenstorf BE",,"Les citoyens d'Alchenstorf acceptent avec 54,6 pour cent de oui que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils s'opposent par contre au projet principal du Conseil d'Etat qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation (non à 82,2 pour cent).",
403,44.6,44.6,55.4,"Bäriswil BE","Bäriswil (BE)","Bäriswil BE",,"Non à 55,4 pour cent à l'ouverture de magasins plus de deux dimanches par année ainsi qu'à l'uniformisation des règles encadrant le commerce de cigarettes électroniques et de cigarettes et non à 54,6 pour cent au projet alternatif se limitant à l'uniformisation des règles dans le domaine des cigarettes. Les citoyens de Bäriswil ont refusé les deux projets.",
404,40.6,40.6,59.4,"Burgdorf BE","Berthoud (BE)","Burgdorf BE",,"C'est oui à 67,2 pour cent à l'uniformisation des règles encadrant le commerce des cigarettes électroniques et des cigarettes classiques à Berthoud. C'est non par contre à 59,4 pour cent au projet principal qui proposait en plus de cette uniformisation des règles la possibilité pour les magasins d'ouvrir jusqu'à dimanche par année sans demander d'autorisation.",
405,68.2,68.2,31.8,"Ersigen BE","Ersigen (BE)","Ersigen BE",,"Les citoyens d'Ersigen acceptent avec 68,2 pour cent de oui que les magasins puissent ouvrir jusqu'à quatre dimanche par année sans demander d'autorisation et que le commerce de cigarettes électroniques soit soumis aux mêmes règles que celui des cigarettes classiques. Ils refusent le projet alternatif se limitant aux cigarettes électroniques (95,6 pour cent de non).",
