"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
64,14.9,14.9,85.1,"Nürensdorf ZH","Nürensdorf (ZH)","Nürensdorf ZH","NA NA","NA NA","NA NA"
65,6.9,6.9,93.1,"Oberembrach ZH","Oberembrach (ZH)","Oberembrach ZH","NA NA","NA NA","NA NA"
66,59.4,59.4,40.6,"Opfikon ZH","Opfikon (ZH)","Opfikon ZH","NA NA","NA NA","NA NA"
67,38.9,38.9,61.1,"Rafz ZH","Rafz (ZH)","Rafz ZH","NA NA","NA NA","NA NA"
68,19.8,19.8,80.2,"Rorbas ZH","Rorbas (ZH)","Rorbas ZH","NA NA","NA NA","NA NA"
69,27.4,27.4,72.6,"Wallisellen ZH","Wallisellen (ZH)","Wallisellen ZH","NA NA","NA NA","NA NA"
70,66.3,66.3,33.7,"Wasterkingen ZH","Wasterkingen (ZH)","Wasterkingen ZH","NA NA","NA NA","NA NA"
71,74.9,74.9,25.1,"Wil ZH","Wil (ZH)","Wil ZH ZH","NA NA","NA NA","NA NA"
72,40.7,40.7,59.3,"Winkel ZH","Winkel (ZH)","Winkel ZH","NA NA","NA NA","NA NA"
81,30.7,30.7,69.3,"Bachs ZH","Bachs (ZH)","Bachs ZH","NA NA","NA NA","NA NA"
82,34.7,34.7,65.3,"Boppelsen ZH","Boppelsen (ZH)","Boppelsen ZH","NA NA","NA NA","NA NA"
83,19.9,19.9,80.1,"Buchs ZH","Buchs (ZH)","Buchs ZH","NA NA","NA NA","NA NA"
84,24.3,24.3,75.7,"Dällikon ZH","Dällikon (ZH)","Dällikon ZH","NA NA","NA NA","NA NA"
85,73,73,27,"Dänikon ZH","Dänikon (ZH)","Dänikon ZH","NA NA","NA NA","NA NA"
86,65.8,65.8,34.2,"Dielsdorf ZH","Dielsdorf (ZH)","Dielsdorf ZH","NA NA","NA NA","NA NA"
87,31.1,31.1,68.9,"Hüttikon ZH","Hüttikon (ZH)","Hüttikon ZH","NA NA","NA NA","NA NA"
88,43.6,43.6,56.4,"Neerach ZH","Neerach (ZH)","Neerach ZH","NA NA","NA NA","NA NA"
89,78.7,78.7,21.3,"Niederglatt ZH","Niederglatt (ZH)","Niederglatt ZH","NA NA","NA NA","NA NA"
90,57.8,57.8,42.2,"Niederhasli ZH","Niederhasli (ZH)","Niederhasli ZH","NA NA","NA NA","NA NA"
91,72.6,72.6,27.4,"Niederweningen ZH","Niederweningen (ZH)","Niederweningen ZH","NA NA","NA NA","NA NA"
92,27.8,27.8,72.2,"Oberglatt ZH","Oberglatt (ZH)","Oberglatt ZH","NA NA","NA NA","NA NA"
93,70.7,70.7,29.3,"Oberweningen ZH","Oberweningen (ZH)","Oberweningen ZH","NA NA","NA NA","NA NA"
94,54.5,54.5,45.5,"Otelfingen ZH","Otelfingen (ZH)","Otelfingen ZH","NA NA","NA NA","NA NA"
95,70.6,70.6,29.4,"Regensberg ZH","Regensberg (ZH)","Regensberg ZH","NA NA","NA NA","NA NA"
96,41,41,59,"Regensdorf ZH","Regensdorf (ZH)","Regensdorf ZH","NA NA","NA NA","NA NA"
97,30.3,30.3,69.7,"Rümlang ZH","Rümlang (ZH)","Rümlang ZH","NA NA","NA NA","NA NA"
98,36.5,36.5,63.5,"Schleinikon ZH","Schleinikon (ZH)","Schleinikon ZH","NA NA","NA NA","NA NA"
99,24.5,24.5,75.5,"Schöfflisdorf ZH","Schöfflisdorf (ZH)","Schöfflisdorf ZH","NA NA","NA NA","NA NA"
100,20.8,20.8,79.2,"Stadel ZH","Stadel (ZH)","Stadel ZH","NA NA","NA NA","NA NA"
101,74.4,74.4,25.6,"Steinmaur ZH","Steinmaur (ZH)","Steinmaur ZH","NA NA","NA NA","NA NA"
102,26.5,26.5,73.5,"Weiach ZH","Weiach (ZH)","Weiach ZH","NA NA","NA NA","NA NA"
111,46.5,46.5,53.5,"Bäretswil ZH","Bäretswil (ZH)","Bäretswil ZH","NA NA","NA NA","NA NA"
112,31.2,31.2,68.8,"Bubikon ZH","Bubikon (ZH)","Bubikon ZH","NA NA","NA NA","NA NA"
113,46.7,46.7,53.3,"Dürnten ZH","Dürnten (ZH)","Dürnten ZH","NA NA","NA NA","NA NA"
114,64.7,64.7,35.3,"Fischenthal ZH","Fischenthal (ZH)","Fischenthal ZH","NA NA","NA NA","NA NA"
115,17.2,17.2,82.8,"Gossau ZH","Gossau (ZH)","Gossau ZH","NA NA","NA NA","NA NA"
116,89.1,89.1,10.9,"Grüningen ZH","Grüningen (ZH)","Grüningen ZH","NA NA","NA NA","NA NA"
117,81.5,81.5,18.5,"Hinwil ZH","Hinwil (ZH)","Hinwil ZH","NA NA","NA NA","NA NA"
118,54.3,54.3,45.7,"Rüti ZH","Rüti (ZH)","Rüti ZH","NA NA","NA NA","NA NA"
119,57.7,57.7,42.3,"Seegräben ZH","Seegräben (ZH)","Seegräben ZH","NA NA","NA NA","NA NA"
120,28.3,28.3,71.7,"Wald ZH","Wald (ZH)","Wald ZH","NA NA","NA NA","NA NA"
121,43.6,43.6,56.4,"Wetzikon ZH","Wetzikon (ZH)","Wetzikon ZH","NA NA","NA NA","NA NA"
131,41.4,41.4,58.6,"Adliswil ZH","Adliswil (ZH)","Adliswil ZH","NA NA","NA NA","NA NA"
135,37.2,37.2,62.8,"Kilchberg ZH","Kilchberg (ZH)","Kilchberg ZH","NA NA","NA NA","NA NA"
136,56.9,56.9,43.1,"Langnau am Albis ZH","Langnau am Albis (ZH)","Langnau am Albis ZH","NA NA","NA NA","NA NA"
137,75.1,75.1,24.9,"Oberrieden ZH","Oberrieden (ZH)","Oberrieden ZH","NA NA","NA NA","NA NA"
138,62.5,62.5,37.5,"Richterswil ZH","Richterswil (ZH)","Richterswil ZH","NA NA","NA NA","NA NA"
139,6.4,6.4,93.6,"Rüschlikon ZH","Rüschlikon (ZH)","Rüschlikon ZH","NA NA","NA NA","NA NA"
141,77.1,77.1,22.9,"Thalwil ZH","Thalwil (ZH)","Thalwil ZH","NA NA","NA NA","NA NA"
151,62.9,62.9,37.1,"Erlenbach ZH","Erlenbach (ZH)","Erlenbach ZH","NA NA","NA NA","NA NA"
152,99.1,99.1,0.9,"Herrliberg ZH","Herrliberg (ZH)","Herrliberg ZH","NA NA","NA NA","NA NA"
153,57.4,57.4,42.6,"Hombrechtikon ZH","Hombrechtikon (ZH)","Hombrechtikon ZH","NA NA","NA NA","NA NA"
154,28.9,28.9,71.1,"Küsnacht ZH","Küsnacht (ZH)","Küsnacht ZH","NA NA","NA NA","NA NA"
155,41.1,41.1,58.9,"Männedorf ZH","Männedorf (ZH)","Männedorf ZH","NA NA","NA NA","NA NA"
156,7.9,7.9,92.1,"Meilen ZH","Meilen (ZH)","Meilen ZH","NA NA","NA NA","NA NA"
157,66.8,66.8,33.2,"Oetwil am See ZH","Oetwil am See (ZH)","Oetwil am See ZH","NA NA","NA NA","NA NA"
158,84.5,84.5,15.5,"Stäfa ZH","Stäfa (ZH)","Stäfa ZH","NA NA","NA NA","NA NA"
159,42.9,42.9,57.1,"Uetikon am See ZH","Uetikon am See (ZH)","Uetikon am See ZH","NA NA","NA NA","NA NA"
160,24.5,24.5,75.5,"Zumikon ZH","Zumikon (ZH)","Zumikon ZH","NA NA","NA NA","NA NA"
161,68.5,68.5,31.5,"Zollikon ZH","Zollikon (ZH)","Zollikon ZH","NA NA","NA NA","NA NA"
172,45.8,45.8,54.2,"Fehraltorf ZH","Fehraltorf (ZH)","Fehraltorf ZH","NA NA","NA NA","NA NA"
173,46.3,46.3,53.7,"Hittnau ZH","Hittnau (ZH)","Hittnau ZH","NA NA","NA NA","NA NA"
176,27.4,27.4,72.6,"Lindau ZH","Lindau (ZH)","Lindau ZH","NA NA","NA NA","NA NA"
177,14.3,14.3,85.7,"Pfäffikon ZH","Pfäffikon (ZH)","Pfäffikon ZH","NA NA","NA NA","NA NA"
178,56.1,56.1,43.9,"Russikon ZH","Russikon (ZH)","Russikon ZH","NA NA","NA NA","NA NA"
180,91.1,91.1,8.9,"Weisslingen ZH","Weisslingen (ZH)","Weisslingen ZH","NA NA","NA NA","NA NA"
181,3.8,3.8,96.2,"Wila ZH","Wila (ZH)","Wila ZH","NA NA","NA NA","NA NA"
182,97.5,97.5,2.5,"Wildberg ZH","Wildberg (ZH)","Wildberg ZH","NA NA","NA NA","NA NA"
191,90.9,90.9,9.1,"Dübendorf ZH","Dübendorf (ZH)","Dübendorf ZH","NA NA","NA NA","NA NA"
192,23,23,77,"Egg ZH","Egg (ZH)","Egg ZH","NA NA","NA NA","NA NA"
193,40.2,40.2,59.8,"Fällanden ZH","Fällanden (ZH)","Fällanden ZH","NA NA","NA NA","NA NA"
194,14,14,86,"Greifensee ZH","Greifensee (ZH)","Greifensee ZH","NA NA","NA NA","NA NA"
195,40.4,40.4,59.6,"Maur ZH","Maur (ZH)","Maur ZH","NA NA","NA NA","NA NA"
196,24.9,24.9,75.1,"Mönchaltorf ZH","Mönchaltorf (ZH)","Mönchaltorf ZH","NA NA","NA NA","NA NA"
197,41.5,41.5,58.5,"Schwerzenbach ZH","Schwerzenbach (ZH)","Schwerzenbach ZH","NA NA","NA NA","NA NA"
198,23.2,23.2,76.8,"Uster ZH","Uster (ZH)","Uster ZH","NA NA","NA NA","NA NA"
199,75.4,75.4,24.6,"Volketswil ZH","Volketswil (ZH)","Volketswil ZH","NA NA","NA NA","NA NA"
200,24.8,24.8,75.2,"Wangen-Brüttisellen ZH","Wangen-Brüttisellen (ZH)","Wangen-Brüttisellen ZH","NA NA","NA NA","NA NA"
211,72.7,72.7,27.3,"Altikon ZH","Altikon (ZH)","Altikon ZH","NA NA","NA NA","NA NA"
213,75.7,75.7,24.3,"Brütten ZH","Brütten (ZH)","Brütten ZH","NA NA","NA NA","NA NA"
214,36.9,36.9,63.1,"Dägerlen ZH","Dägerlen (ZH)","Dägerlen ZH","NA NA","NA NA","NA NA"
215,49.4,49.4,50.6,"Dättlikon ZH","Dättlikon (ZH)","Dättlikon ZH","NA NA","NA NA","NA NA"
216,63.5,63.5,36.5,"Dinhard ZH","Dinhard (ZH)","Dinhard ZH","NA NA","NA NA","NA NA"
218,49,49,51,"Ellikon an der Thur ZH","Ellikon an der Thur (ZH)","Ellikon an der Thur ZH","NA NA","NA NA","NA NA"
219,31.2,31.2,68.8,"Elsau ZH","Elsau (ZH)","Elsau ZH","NA NA","NA NA","NA NA"
220,30.8,30.8,69.2,"Hagenbuch ZH","Hagenbuch (ZH)","Hagenbuch ZH","NA NA","NA NA","NA NA"
221,74.3,74.3,25.7,"Hettlingen ZH","Hettlingen (ZH)","Hettlingen ZH","NA NA","NA NA","NA NA"
223,3.9,3.9,96.1,"Neftenbach ZH","Neftenbach (ZH)","Neftenbach ZH","NA NA","NA NA","NA NA"
224,0.1,0.1,99.9,"Pfungen ZH","Pfungen (ZH)","Pfungen ZH","NA NA","NA NA","NA NA"
225,35.4,35.4,64.6,"Rickenbach ZH","Rickenbach (ZH)","Rickenbach ZH","NA NA","NA NA","NA NA"
226,45.5,45.5,54.5,"Schlatt ZH","Schlatt (ZH)","Schlatt ZH","NA NA","NA NA","NA NA"
227,6.1,6.1,93.9,"Seuzach ZH","Seuzach (ZH)","Seuzach ZH","NA NA","NA NA","NA NA"
228,90.1,90.1,9.9,"Turbenthal ZH","Turbenthal (ZH)","Turbenthal ZH","NA NA","NA NA","NA NA"
230,51.3,51.3,48.7,"Winterthur ZH","Winterthour (ZH)","Winterthur ZH","NA NA","NA NA","NA NA"
231,38.1,38.1,61.9,"Zell ZH","Zell (ZH)","Zell ZH","NA NA","NA NA","NA NA"
241,79.9,79.9,20.1,"Aesch ZH","Aesch (ZH)","Aesch ZH","NA NA","NA NA","NA NA"
242,45,45,55,"Birmensdorf ZH","Birmensdorf (ZH)","Birmensdorf ZH","NA NA","NA NA","NA NA"
243,31.6,31.6,68.4,"Dietikon ZH","Dietikon (ZH)","Dietikon ZH","NA NA","NA NA","NA NA"
244,81.7,81.7,18.3,"Geroldswil ZH","Geroldswil (ZH)","Geroldswil ZH","NA NA","NA NA","NA NA"
245,94.9,94.9,5.1,"Oberengstringen ZH","Oberengstringen (ZH)","Oberengstringen ZH","NA NA","NA NA","NA NA"
246,56.6,56.6,43.4,"Oetwil an der Limmat ZH","Oetwil an der Limmat (ZH)","Oetwil an der Limmat ZH","NA NA","NA NA","NA NA"
247,63.7,63.7,36.3,"Schlieren ZH","Schlieren (ZH)","Schlieren ZH","NA NA","NA NA","NA NA"
248,49.2,49.2,50.8,"Uitikon ZH","Uitikon (ZH)","Uitikon ZH","NA NA","NA NA","NA NA"
249,67.8,67.8,32.2,"Unterengstringen ZH","Unterengstringen (ZH)","Unterengstringen ZH","NA NA","NA NA","NA NA"
250,34.9,34.9,65.1,"Urdorf ZH","Urdorf (ZH)","Urdorf ZH","NA NA","NA NA","NA NA"
251,77.8,77.8,22.2,"Weiningen ZH","Weiningen (ZH)","Weiningen ZH","NA NA","NA NA","NA NA"
261,60.9,60.9,39.1,"Zürich ZH","Zurich (ZH)","Zurigo ZH","NA NA","NA NA","NA NA"
292,57.6,57.6,42.4,"Stammheim ZH","Stammheim (ZH)","Stammheim ZH","NA NA","NA NA","NA NA"
293,11.8,11.8,88.2,"Wädenswil ZH","Wädenswil (ZH)","Wädenswil ZH","NA NA","NA NA","NA NA"
294,27.9,27.9,72.1,"Elgg ZH","Elgg (ZH)","Elgg ZH","NA NA","NA NA","NA NA"
295,47.7,47.7,52.3,"Horgen ZH","Horgen (ZH)","Horgen ZH","NA NA","NA NA","NA NA"
296,38.8,38.8,61.2,"Illnau-Effretikon ZH","Illnau-Effretikon (ZH)","Illnau-Effretikon ZH","NA NA","NA NA","NA NA"
297,65.5,65.5,34.5,"Bauma ZH","Bauma (ZH)","Bauma ZH","NA NA","NA NA","NA NA"
298,67.7,67.7,32.3,"Wiesendangen ZH","Wiesendangen (ZH)","Wiesendangen ZH","NA NA","NA NA","NA NA"
