"Gemeinde_Nr","Kantons_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant","Ja_Nein","Oui_Non","Unentschieden","Einstimmig_Ja","Einstimmig_Nein","kleine_Gemeinde","Storyboard","Text_d","Text_f","Text_i","Nein_Stimmen_In_Prozent","Gemeinde_color","Hist_Ja_Stimmen_In_Prozent","Hist_Ja_Stimmen_Absolut","Hist_Nein_Stimmen_Absolut","Hist_Nein_Stimmen_In_Prozent"
5063,21,27.4579013162733,3734,9865,,,,13599,TRUE,"TI","Bedretto","Bedretto","Bedretto","Bedretto TI","Bedretto (TI)","Bedretto TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Nein zur Burka-Initiative in Bedretto: Mit 9'865 Nein- zu 3'734 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 72,5 Prozent. Damit hat in Bedretto die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 76,3 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" échoue à Bedretto avec 72,5 pour cent de non. Bedretto a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","A Bedretto i cittadini hanno respinto, con il 72,5 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". Bedretto ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",72.5420986837267,27.4579013162733,76.3157894736842,29,9,23.6842105263158
5064,21,83.9052884113904,8044,1543,,,,9587,TRUE,"TI","Bodio","Bodio","Bodio","Bodio TI","Bodio (TI)","Bodio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Die Gemeinde Bodio will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 83,9 Prozent angenommen. Damit hat in Bodio die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 71,7 Prozent.","A Bodio, les habitants disent oui à 83,9 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Bodio, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 71,7 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Bodio l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 83,9 percento dei voti. A Bodio lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 71,7 percento dei voti - all'iniziativa per il divieto dei minareti.",16.0947115886096,83.9052884113904,71.7213114754098,175,69,28.2786885245902
5071,21,96.7065217391304,8897,303,,,,9200,TRUE,"TI","Dalpe","Dalpe","Dalpe","Dalpe TI","Dalpe (TI)","Dalpe TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Die Gemeinde Dalpe hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 96,7 Prozent. Damit hat in Dalpe die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 76,8 Prozent.","Les habitants de Dalpe acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 96,7 pour cent de oui. A Dalpe, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 76,8 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Dalpe l'Iniziativa anti-burqa è stata accetata con il 96,7 percento dei voti. A Dalpe lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 76,8 percento dei voti - all'iniziativa per il divieto dei minareti.",3.29347826086956,96.7065217391304,76.8421052631579,73,22,23.1578947368421
5072,21,88.268856109101,6343,843,,,,7186,TRUE,"TI","Faido","Faido","Faido","Faido TI","Faido (TI)","Faido TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Die Gemeinde Faido hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 88,3 Prozent. Damit hat in Faido die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 72,5 Prozent.","Les habitants de Faido acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 88,3 pour cent de oui. A Faido, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 72,5 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Faido l'Iniziativa anti-burqa è stata accetata con il 88,3 percento dei voti. A Faido lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 72,5 percento dei voti - all'iniziativa per il divieto dei minareti.",11.731143890899,88.268856109101,72.5146198830409,496,188,27.4853801169591
5073,21,19.6478131878649,2053,8396,,,,10449,TRUE,"TI","Giornico","Giornico","Giornico","Giornico TI","Giornico (TI)","Giornico TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Die Gemeinde Giornico hat die Burka-Initiative abgelehnt.Der Nein-Stimmen-Anteil betrug 80,4 Prozent. Damit hat in Giornico die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 74,6 Prozent ein Ja in die Urne gelegt.","L'initiative ""pour l'interdiction de se dissimuler le visage"" ne passe pas la rampe à Giornico avec 80,4 pour cent de non. Giornico a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Da Giornico è arrivato un ""no"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno respinto il testo con il 80,4 percento dei voti. Giornico ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",80.3521868121351,19.6478131878649,74.6323529411765,203,69,25.3676470588235
5076,21,11.8259700991097,704,5249,,,,5953,TRUE,"TI","Personico","Personico","Personico","Personico TI","Personico (TI)","Personico TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","Keine Mehrheit für die Burka-Initiative in Personico: Mit 5'249 Nein-Stimmen zu 704 Ja-Stimmen oder 88,2 Prozent hat die Gemeinde das Volksbegehren verworfen. Damit hat in Personico die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 58,6 Prozent ein Ja in die Urne gelegt.","C'est non à 88,2 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Personico. Personico a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Con il 88,2 percento di ""no"", i cittadini del comune di Personico hanno bocciato l'Iniziativa anti-burqa. Personico ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",88.1740299008903,11.8259700991097,58.6206896551724,51,36,41.3793103448276
5077,21,64.4939965694683,7144,3933,,,,11077,TRUE,"TI","Pollegio","Pollegio","Pollegio","Pollegio TI","Pollegio (TI)","Pollegio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","In Pollegio hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 64,5 Prozent angenommen. Damit ist in Pollegio die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 69,5 Prozent.","A Pollegio, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 64,5 pour cent de oui. A Pollegio, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 69,5 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Pollegio si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 64,5 percento dei voti. A Pollegio lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 69,5 percento dei voti - all'iniziativa per il divieto dei minareti.",35.5060034305317,64.4939965694683,69.4915254237288,123,54,30.5084745762712
5078,21,34.5992919214677,3225,6096,,,,9321,TRUE,"TI","Prato (Leventina)","Prato (Leventina)","Prato (Leventina)","Prato (Leventina) TI","Prato (Leventina) (TI)","Prato (Leventina) TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","65,4 Prozent Nein zur Burka-Initiative in der Gemeinde Prato (Leventina). Damit hat in Prato (Leventina) die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 70,4 Prozent ein Ja in die Urne gelegt.","A Prato (Leventina), les habitants disent non à 65,4 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". Prato (Leventina) a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Prato (Leventina) l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata respinta con il 65,4 percento dei voti. Prato (Leventina) ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",65.4007080785323,34.5992919214677,70.414201183432,119,50,29.585798816568
5079,21,87.7905221853305,5817,809,,,,6626,TRUE,"TI","Quinto","Quinto","Quinto","Quinto TI","Quinto (TI)","Quinto TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","87,8 Prozent der Abstimmenden in der Gemeinde Quinto haben Ja gesagt zur Burka-Initiative. Damit hat in Quinto die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 67,1 Prozent.","C'est oui à 87,8 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"" à Quinto. A Quinto, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 67,1 pour cent à l'initiative pour l'interdiction des minarets.","Con il 87,8 percento di ""sì"", i cittadini del comune di Quinto hanno accolto l'Iniziativa anti-burqa. A Quinto lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 67,1 percento dei voti - all'iniziativa per il divieto dei minareti.",12.2094778146695,87.7905221853305,67.0731707317073,275,135,32.9268292682927
5091,21,66.9174797420208,8093,4001,,,,12094,TRUE,"TI","Ascona","Ascona","Ascona","Ascona TI","Ascona (TI)","Ascona TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Ja zur Burka-Initiative in Ascona. Die Gemeinde hat das Volksbegehren mit 66,9 Prozent der Stimmen angenommen. Damit hat in Ascona die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 64,9 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Ascona avec 66,9 pour cent de oui. A Ascona, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 64,9 pour cent à l'initiative pour l'interdiction des minarets.","Da Ascona è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 66,9 percento dei voti. A Ascona lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 64,9 percento dei voti - all'iniziativa per il divieto dei minareti.",33.0825202579792,66.9174797420208,64.8568019093079,1087,589,35.1431980906921
5096,21,18.2376001363559,1070,4797,,,,5867,TRUE,"TI","Brione sopra Minusio","Brione sopra Minusio","Brione sopra Minusio","Brione sopra Minusio TI","Brione sopra Minusio (TI)","Brione sopra Minusio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","81,8 Prozent der Stimmbürgerinnen und Stimmbürger von Brione sopra Minusio sagen Nein zur Burka-Initiative. Sie haben das Volksbegehren mit 4'797 Ja-Stimmen zu 1'070 Nein-Stimmen abgelehnt. Damit hat in Brione sopra Minusio die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 58,5 Prozent ein Ja in die Urne gelegt.","Les habitants de Brione sopra Minusio s'opposent à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 81,8 pour cent de non. Brione sopra Minusio a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","No all'Iniziativa anti-burqa nel comune di Brione sopra Minusio: i cittadini hanno bocciato il testo con il 81,8 percento dei voti. Brione sopra Minusio ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",81.7623998636441,18.2376001363559,58.4905660377358,124,88,41.5094339622642
5097,21,55.5918524212144,5786,4622,,,,10408,TRUE,"TI","Brissago","Brissago","Brissago","Brissago TI","Brissago (TI)","Brissago TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","55,6 Prozent der Stimmbürgerinnen und Stimmbürger von Brissago wollen, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Sie haben die Burka-Initiative mit 5'786 Ja-Stimmen zu 4'622 Nein-Stimmen angenommen. Damit ist in Brissago die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 67,5 Prozent.","Les électeurs de Brissago valident l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 55,6 pour cent de oui. A Brissago, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 67,5 pour cent à l'initiative pour l'interdiction des minarets.","A Brissago i cittadini hanno accolto, con il 55,6 percento dei voti, l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"". A Brissago lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 67,5 percento dei voti - all'iniziativa per il divieto dei minareti.",44.4081475787856,55.5918524212144,67.483660130719,413,199,32.516339869281
5108,21,41.6722900435556,6793,9508,,,,16301,TRUE,"TI","Gordola","Gordola","Gordola","Gordola TI","Gordola (TI)","Gordola TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Nein","non",FALSE,FALSE,FALSE,,"Intro_Nein;HistoricPhrase_Ja_Nein","In Gordola hat die Burka-Initiative keine Mehrheit gefunden. Auf 58,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Damit hat in Gordola die Einstellung zu muslimischen religiösen Symbolen seit der Abstimmung über das Minarett-Verbot 2009 geändert: Damals hatte noch eine Mehrheit von 71,3 Prozent ein Ja in die Urne gelegt.","Les habitants de Gordola rejettent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 58,3 pour cent de non. Gordola a changé de camp: en 2009, cette commune voulait interdire la construction de minarets. Ce dimanche, elle rejette l'initiative voulant interdire ""pour l'interdiction de se dissimuler le visage"".","Nel comune di Gordola l'Iniziativa anti-burqa è stata bocciata con il 58,3 percento dei voti. Gordola ha cambiato fazione: nel 2009, il comune voleva vietare la costruzione di minareti. Oggi respinge invece l'iniziativa anti-burqa.",58.3277099564444,41.6722900435556,71.3050314465409,907,365,28.6949685534591
5112,21,56.8919894154438,4730,3584,,,,8314,TRUE,"TI","Lavertezzo","Lavertezzo","Lavertezzo","Lavertezzo TI","Lavertezzo (TI)","Lavertezzo TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Ja zur Burka-Initiative in Lavertezzo: Mit 56,9 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit ist in Lavertezzo die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 72,8 Prozent.","Les habitants de Lavertezzo approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 56,9 pour cent de oui. A Lavertezzo, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 72,8 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Lavertezzo: i cittadini hanno approvato il testo con il 56,9 percento dei voti. A Lavertezzo lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 72,8 percento dei voti - all'iniziativa per il divieto dei minareti.",43.1080105845562,56.8919894154438,72.7868852459016,222,83,27.2131147540984
5113,21,53.3262935586061,4040,3536,,,,7576,TRUE,"TI","Locarno","Locarno","Locarno","Locarno TI","Locarno (TI)","Locarno TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Ja zur Burka-Initiative in Locarno: Mit 53,3 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit ist in Locarno die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 65,9 Prozent.","Les habitants de Locarno approuvent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 53,3 pour cent de oui. A Locarno, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 65,9 pour cent à l'initiative pour l'interdiction des minarets.","Sì all'Iniziativa anti-burqa nel comune di Locarno: i cittadini hanno approvato il testo con il 53,3 percento dei voti. A Locarno lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 65,9 percento dei voti - all'iniziativa per il divieto dei minareti.",46.6737064413939,53.3262935586061,65.8700322234157,2453,1271,34.1299677765843
5115,21,64.3803493961777,5491,3038,,,,8529,TRUE,"TI","Losone","Losone","Losone","Losone TI","Losone (TI)","Losone TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Die Gemeinde Losone will, dass an öffentlich zugänglichen Orten niemand sein Gesicht verhüllen darf. Die Stimmbevölkerung hat die Burka-Initiative mit 64,4 Prozent angenommen. Damit ist in Losone die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 68,2 Prozent.","A Losone, les habitants disent oui à 64,4 pour cent à l'initiative ""pour l'interdiction de se dissimuler le visage"". A Losone, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 68,2 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Losone l'Iniziativa popolare ""Sì al divieto di dissimulare il proprio viso"" è stata approvata con il 64,4 percento dei voti. A Losone lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 68,2 percento dei voti - all'iniziativa per il divieto dei minareti.",35.6196506038223,64.3803493961777,68.2327816337427,1278,595,31.7672183662573
5117,21,50.9319062557667,2760,2659,,,,5419,TRUE,"TI","Mergoscia","Mergoscia","Mergoscia","Mergoscia TI","Mergoscia (TI)","Mergoscia TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","Die Gemeinde Mergoscia hat die Burka-Initiative agenommen. Der Ja-Stimmen-Anteil beträgt 50,9 Prozent. Damit ist in Mergoscia die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 62,2 Prozent.","Les habitants de Mergoscia acceptent l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 50,9 pour cent de oui. A Mergoscia, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 62,2 pour cent à l'initiative pour l'interdiction des minarets.","Nel comune di Mergoscia l'Iniziativa anti-burqa è stata accetata con il 50,9 percento dei voti. A Mergoscia lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 62,2 percento dei voti - all'iniziativa per il divieto dei minareti.",49.0680937442333,50.9319062557667,62.2222222222222,56,34,37.7777777777778
5118,21,64.5229468599034,8548,4700,,,,13248,TRUE,"TI","Minusio","Minusio","Minusio","Minusio TI","Minusio (TI)","Minusio TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGestiegen","Ja zur Burka-Initiative in Minusio. Die Gemeinde hat das Volksbegehren mit 64,5 Prozent der Stimmen angenommen. Damit hat in Minusio die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über die Minarett-Initiative im Novemeber 2009 noch einmal zugenommen. Damals betrug der Ja-Stimmen-Anteil 62,1 Prozent.","L'initiative ""pour l'interdiction de se dissimuler le visage"" passe la rampe à Minusio avec 64,5 pour cent de oui. A Minusio, le rejet des symboles de la communauté musulmane s'est fortement accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 62,1 pour cent à l'initiative pour l'interdiction des minarets.","Da Minusio è arrivato un ""sì"" alle urne per l'Iniziativa anti-Burqa. I cittadini hanno accolto il testo con il 64,5 percento dei voti. A Minusio lo scettiscmo nei confronti dei simboli della comunità musulmana è ulteriormente cresciuto nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 62,1 percento dei voti - all'iniziativa per il divieto dei minareti.",35.4770531400966,64.5229468599034,62.0844564240791,1382,844,37.9155435759209
5120,21,50.3661382473646,6259,6168,,,,12427,TRUE,"TI","Muralto","Muralto","Muralto","Muralto TI","Muralto (TI)","Muralto TI","Tessin","Tessin","Ticino",25.1495681935921,FALSE,FALSE,"Ja","oui",FALSE,FALSE,FALSE,,"Intro_Ja;HistoricPhrase_Ja_Ja_JaAnteilGesunken","In Muralto hat die Stimmbevölkerung der Initiative ""Ja zum Verhüllungsverbot"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 50,4 Prozent angenommen. Damit ist in Muralto die Skepsis gegenüber muslimischen religiösen Symbolen im Vergleich zur Abstimmung über das Minarett-Verbot im November 2009 gesunken. Damals betrug der Ja-Stimmen-Anteil noch 64,1 Prozent.","A Muralto, les habitants sont favorables à l'initiative ""pour l'interdiction de se dissimuler le visage"" avec 50,4 pour cent de oui. A Muralto, le rejet des symboles de la communauté musulmane s'est accentué au cours de ces onze dernières années. Le 29 novembre 2009, les électeurs de cette commune avaient dit oui à 64,1 pour cent à l'initiative pour l'interdiction des minarets.","I cittadini di Muralto si sono espressi a favore dell'iniziativa contro la dissimulazione del viso. Il testo è stato approvato con il 50,4 percento dei voti. A Muralto lo scettiscmo nei confronti dei simboli della comunità musulmana è diminuito nel corso degli ultimi anni. Il 29 novembre 2009 gli elettori di questo comune avevano detto sì - con il 64,1 percento dei voti - all'iniziativa per il divieto dei minareti.",49.6338617526354,50.3661382473646,64.1280353200883,581,325,35.8719646799117
